-0.833861,-2.661916,4.634217,2.388171,2.493052,1.333970,0.326673,21.700000,1.024189,-1.729351,0.030023,4.822238,2.450444,2.470274,1.348250,0.201222
-1.693248,-0.366244,1.539830,1.423496,2.493104,1.357461,1.998448,13.770000,-2.471598,2.760467,-3.004700,1.537715,1.457790,2.427510,1.333978,1.889101
-0.921808,1.438524,4.949739,6.012685,2.459304,1.345416,0.409374,11.560000,1.990097,-2.466629,-0.777591,5.038510,4.419724,2.441807,1.366263,0.505932
-2.710628,0.786154,1.516342,1.459611,2.558801,0.659085,2.069640,17.970000,0.278105,-0.668958,0.727264,1.515330,1.435345,2.390597,2.405128,1.888408
-1.724362,0.086889,1.530628,1.447091,2.447616,1.314360,1.929202,29.660000,-2.267073,0.415794,-3.100222,1.525674,1.424973,2.475275,1.333555,1.989732
-1.040778,2.755132,1.515720,1.467033,2.445088,1.319565,1.921735,16.010000,-1.064418,-0.579349,-2.943284,1.508415,1.447498,2.514845,1.360242,2.034689
-0.046277,2.415695,1.529374,1.495304,2.507520,2.495417,1.954622,16.540000,-0.999641,2.602334,-2.946125,1.525634,1.460458,2.521486,1.339374,2.010623
-0.909307,2.423246,1.518338,1.464040,2.458617,1.321193,1.937990,23.270000,-1.097867,2.504342,-3.065963,1.520346,1.465384,2.514208,1.313204,2.002020
0.119246,-1.879580,2.448075,1.444844,1.272516,1.336067,0.419306,19.800000,-0.848262,-1.654627,2.467047,2.437675,1.455213,1.331038,4.337244,0.481431
-1.303020,0.043277,1.533020,1.451660,2.457351,1.401443,1.933965,5.870000,0.049894,-0.250276,0.115972,1.525598,1.454419,2.497399,2.561239,1.987022
-1.262412,0.111737,1.506528,1.434319,2.482626,1.367584,2.009712,4.710000,0.056781,-0.300874,0.084238,1.521351,1.458044,2.474688,2.487541,1.960070
